Login_Per_Bulan,Durasi_Sesi_Menit,Fitur_AI_Dipakai,Jumlah_Komplain,Status_Langganan
10,76.5,16,1,Upgrade
13,75.9,7,1,Bertahan
19,53.7,4,0,Bertahan
24,51.3,12,2,Bertahan
10,46.3,6,3,Berhenti
15,5.0,15,1,Bertahan
17,17.1,9,1,Bertahan
8,47.0,10,1,Bertahan
15,57.3,5,0,Bertahan
4,50.8,7,0,Bertahan
2,27.2,7,1,Bertahan
17,63.7,10,0,Upgrade
12,74.6,4,0,Upgrade
16,63.8,9,1,Bertahan
14,64.8,6,1,Bertahan
8,33.8,5,0,Bertahan
14,66.5,3,1,Bertahan
6,47.9,9,0,Bertahan
24,55.2,6,2,Bertahan
5,52.3,9,0,Bertahan
13,42.6,9,1,Bertahan
7,27.8,7,2,Berhenti
18,43.4,13,1,Bertahan
12,64.7,8,0,Upgrade
11,36.2,10,0,Bertahan
20,62.9,7,0,Bertahan
15,59.7,8,1,Bertahan
18,39.0,5,1,Bertahan
8,72.8,8,1,Bertahan
5,37.9,9,3,Berhenti
15,75.2,10,2,Bertahan
12,53.7,11,0,Bertahan
19,44.7,8,1,Bertahan
14,27.2,9,0,Bertahan
16,43.2,6,1,Bertahan
3,40.9,8,3,Berhenti
28,19.8,8,0,Upgrade
13,40.6,8,0,Bertahan
19,28.9,6,1,Bertahan
9,56.7,8,1,Bertahan
17,71.1,5,1,Bertahan
5,20.5,12,0,Bertahan
18,79.2,2,1,Bertahan
12,42.4,13,1,Bertahan
15,25.5,15,0,Upgrade
19,60.2,7,1,Bertahan
6,36.1,17,1,Bertahan
10,43.4,10,0,Bertahan
18,36.9,12,0,Bertahan
29,28.7,11,1,Upgrade
14,59.5,6,0,Upgrade
19,39.3,13,0,Upgrade
14,16.3,9,1,Bertahan
28,56.0,12,1,Upgrade
2,20.9,6,1,Berhenti
15,21.9,3,0,Bertahan
3,68.9,8,1,Bertahan
1,21.1,8,2,Berhenti
17,5.0,8,3,Berhenti
15,57.5,9,2,Bertahan
13,38.9,10,1,Bertahan
14,40.6,8,1,Bertahan
30,38.7,11,1,Upgrade
13,49.6,8,1,Bertahan
18,29.9,6,1,Bertahan
10,74.5,10,0,Bertahan
17,15.5,6,0,Bertahan
13,53.9,5,2,Bertahan
12,57.8,12,0,Bertahan
27,29.8,8,1,Bertahan
23,24.5,9,0,Bertahan
15,65.3,12,2,Bertahan
1,25.2,11,4,Berhenti
12,32.9,9,2,Berhenti
30,62.7,6,2,Bertahan
13,45.7,8,2,Bertahan
22,9.1,7,1,Bertahan
25,79.9,6,0,Upgrade
16,34.4,6,1,Bertahan
9,36.9,4,3,Berhenti
1,50.1,8,0,Bertahan
19,57.5,10,1,Bertahan
9,84.2,11,1,Upgrade
16,11.8,7,1,Bertahan
6,61.5,7,2,Bertahan
13,59.9,8,2,Bertahan
15,42.3,18,0,Upgrade
16,60.7,12,0,Bertahan
7,63.7,6,0,Bertahan
23,17.4,7,0,Upgrade
10,80.0,9,1,Bertahan
3,13.8,11,1,Berhenti
14,22.3,9,0,Bertahan
15,39.8,4,0,Bertahan
16,83.5,10,1,Bertahan
24,38.8,9,0,Bertahan
13,44.4,8,0,Bertahan
14,73.6,3,0,Bertahan
7,39.0,11,1,Bertahan
20,21.4,7,1,Bertahan
16,36.7,6,1,Bertahan
12,72.4,8,0,Bertahan
1,46.4,11,0,Bertahan
25,83.6,10,1,Upgrade
6,59.8,7,2,Berhenti
10,32.1,9,1,Bertahan
17,46.0,4,0,Bertahan
6,27.9,5,0,Bertahan
4,31.6,10,0,Bertahan
1,134.6,9,0,Bertahan
20,65.4,10,0,Upgrade
11,62.2,9,2,Bertahan
30,32.5,8,3,Bertahan
8,76.4,6,1,Bertahan
8,67.0,5,0,Bertahan
11,82.6,9,1,Upgrade
16,81.7,4,0,Bertahan
11,15.4,5,0,Bertahan
19,22.8,7,0,Bertahan
8,24.9,7,0,Bertahan
5,26.1,8,1,Berhenti
2,51.5,10,1,Bertahan
1,33.7,5,0,Berhenti
11,86.5,13,1,Upgrade
12,83.1,7,4,Berhenti
10,44.9,7,2,Bertahan
23,84.1,10,2,Bertahan
23,74.8,10,1,Upgrade
12,36.0,8,1,Bertahan
2,5.0,9,0,Berhenti
11,40.6,3,1,Bertahan
10,32.1,5,3,Berhenti
10,49.1,9,2,Bertahan
10,46.8,15,2,Bertahan
10,46.3,8,1,Bertahan
12,55.5,7,0,Bertahan
10,20.7,9,1,Berhenti
16,53.2,6,2,Bertahan
17,36.2,8,2,Berhenti
8,49.0,12,0,Bertahan
23,64.1,4,3,Bertahan
8,20.5,8,1,Bertahan
3,39.4,13,1,Berhenti
17,42.6,7,4,Berhenti
9,34.7,9,0,Bertahan
17,63.0,7,3,Bertahan
1,30.6,2,0,Bertahan
24,33.9,10,1,Bertahan
19,30.8,8,2,Bertahan
4,66.8,8,1,Bertahan
4,35.2,7,2,Berhenti
26,54.2,18,1,Upgrade
9,84.5,9,1,Upgrade
9,43.5,11,0,Bertahan
1,67.2,5,0,Bertahan
12,78.4,8,0,Upgrade
13,65.5,12,1,Bertahan
20,44.7,15,0,Upgrade
5,57.8,4,1,Bertahan
4,19.3,9,1,Berhenti
18,29.4,7,1,Bertahan
22,32.9,6,0,Upgrade
4,89.8,6,1,Bertahan
22,28.7,8,0,Bertahan
15,28.5,11,1,Bertahan
22,24.1,7,0,Upgrade
14,56.2,4,1,Bertahan
1,47.9,8,1,Bertahan
13,66.7,10,0,Upgrade
22,58.4,5,2,Bertahan
8,17.4,9,0,Bertahan
12,28.9,14,1,Bertahan
13,72.3,12,0,Upgrade
1,40.9,7,0,Bertahan
26,68.8,7,0,Upgrade
8,42.0,12,0,Bertahan
18,25.6,6,0,Bertahan
14,38.9,5,2,Berhenti
23,25.6,11,1,Upgrade
17,33.7,11,1,Bertahan
13,49.0,6,2,Berhenti
8,55.2,9,0,Bertahan
20,13.2,7,1,Berhenti
1,44.7,7,3,Berhenti
19,33.3,9,3,Bertahan
7,32.0,6,1,Berhenti
23,47.7,10,2,Bertahan
16,34.0,7,1,Bertahan
19,72.6,9,0,Upgrade
15,68.8,7,3,Bertahan
2,68.6,9,0,Upgrade
8,35.1,11,0,Bertahan
19,25.8,10,1,Bertahan
16,46.6,9,0,Upgrade
23,42.0,14,3,Bertahan
17,32.8,10,1,Bertahan
8,21.5,8,1,Berhenti
9,44.2,7,0,Bertahan
15,36.9,3,0,Bertahan
1,58.8,3,3,Berhenti
26,58.3,3,1,Bertahan
18,67.0,6,0,Upgrade
23,19.8,12,1,Bertahan
3,53.0,2,0,Bertahan
23,30.5,9,1,Bertahan
30,20.6,8,2,Bertahan
5,36.4,6,1,Berhenti
20,66.4,8,0,Upgrade
15,37.6,3,0,Bertahan
4,76.3,8,0,Bertahan
18,56.0,9,0,Upgrade
20,37.1,9,2,Bertahan
10,68.2,2,1,Berhenti
23,53.9,9,3,Bertahan
3,26.3,8,0,Bertahan
4,82.2,13,2,Bertahan
15,50.2,8,0,Bertahan
15,45.4,3,0,Bertahan
9,27.9,9,2,Berhenti
20,68.6,10,0,Upgrade
18,55.3,11,0,Upgrade
21,57.6,10,1,Upgrade
14,34.8,12,1,Bertahan
19,61.7,6,0,Bertahan
11,63.2,6,0,Bertahan
29,31.6,7,4,Berhenti
9,16.7,6,1,Bertahan
29,56.6,7,2,Bertahan
15,13.5,6,1,Berhenti
5,48.0,7,0,Bertahan
24,36.1,10,1,Upgrade
15,69.4,7,3,Berhenti
20,37.1,12,1,Bertahan
23,67.1,11,0,Upgrade
17,34.7,9,2,Berhenti
10,65.0,10,0,Bertahan
21,86.2,11,0,Upgrade
15,23.6,6,1,Bertahan
19,50.8,6,0,Upgrade
1,100.0,4,3,Berhenti
18,46.3,3,2,Bertahan
10,46.2,18,1,Bertahan
26,60.8,4,0,Upgrade
19,45.8,5,1,Bertahan
16,10.9,2,0,Bertahan
18,67.6,6,1,Bertahan
8,5.0,10,0,Bertahan
26,36.7,11,1,Bertahan
28,69.1,6,1,Bertahan
17,37.9,7,0,Bertahan
26,31.1,9,2,Bertahan
11,62.6,13,2,Bertahan
9,28.0,7,1,Berhenti
15,20.6,10,2,Bertahan
18,50.5,10,0,Upgrade
12,41.3,11,0,Bertahan
18,20.1,8,1,Bertahan
17,57.7,6,1,Bertahan
8,54.3,10,0,Bertahan
18,37.8,7,1,Bertahan
21,39.2,6,1,Bertahan
16,54.4,4,1,Bertahan
23,68.8,6,4,Berhenti
6,39.3,6,2,Berhenti
18,58.1,4,1,Bertahan
6,56.3,9,0,Bertahan
7,62.6,3,2,Berhenti
10,45.8,6,2,Berhenti
8,26.8,2,4,Berhenti
11,35.8,5,1,Bertahan
13,51.9,10,3,Bertahan
20,81.4,13,2,Bertahan
12,35.3,12,1,Bertahan
3,61.1,13,2,Bertahan
22,38.4,6,1,Bertahan
9,47.2,11,0,Bertahan
14,75.3,10,3,Bertahan
18,60.3,8,4,Berhenti
16,20.2,8,0,Bertahan
22,33.6,9,0,Upgrade
18,70.1,9,2,Bertahan
8,47.8,6,0,Bertahan
30,22.0,12,4,Bertahan
16,28.6,2,2,Berhenti
13,59.1,7,2,Berhenti
21,64.9,10,0,Bertahan
16,45.4,7,0,Bertahan
17,94.5,10,3,Bertahan
30,61.5,6,2,Bertahan
13,40.1,10,0,Bertahan
12,28.7,5,1,Berhenti
15,25.5,7,0,Bertahan
22,51.7,9,2,Bertahan
4,35.2,7,2,Berhenti
1,78.5,3,2,Berhenti
10,74.3,5,3,Berhenti
3,57.7,7,1,Berhenti
12,21.4,7,2,Berhenti
18,31.6,9,2,Bertahan
8,70.1,9,0,Bertahan
5,33.7,4,1,Bertahan
15,67.4,9,0,Upgrade
21,54.5,10,2,Bertahan
3,46.0,6,3,Berhenti
20,30.9,5,0,Bertahan
20,43.1,11,0,Bertahan
21,48.8,8,2,Bertahan
23,65.7,10,1,Bertahan
30,27.3,8,4,Bertahan
12,39.7,10,1,Bertahan
15,45.9,7,3,Bertahan
12,58.3,8,1,Bertahan
15,26.8,5,1,Bertahan
25,18.7,5,0,Bertahan
5,58.5,7,1,Bertahan
8,14.6,9,1,Berhenti
24,70.7,7,2,Bertahan
22,41.9,10,0,Upgrade
12,14.0,6,1,Bertahan
20,35.4,6,2,Bertahan
17,52.6,10,0,Bertahan
25,34.3,2,0,Bertahan
15,45.4,13,0,Upgrade
22,59.8,12,1,Bertahan
30,41.0,9,0,Upgrade
19,26.3,10,0,Bertahan
15,39.0,11,1,Bertahan
20,73.3,10,2,Bertahan
12,78.7,8,1,Bertahan
30,5.0,12,1,Bertahan
16,66.8,5,0,Bertahan
13,50.0,8,2,Bertahan
9,63.5,4,0,Bertahan
22,34.0,11,2,Bertahan
21,9.6,10,2,Bertahan
11,56.7,5,1,Bertahan
19,26.2,9,3,Bertahan
4,17.2,10,1,Berhenti
16,18.6,9,1,Bertahan
18,57.0,9,0,Upgrade
26,47.8,10,1,Upgrade
9,60.6,5,2,Berhenti
6,58.4,8,0,Bertahan
8,36.6,8,0,Bertahan
5,43.6,3,1,Bertahan
24,34.8,8,2,Bertahan
25,40.8,12,1,Bertahan
17,25.7,10,1,Bertahan
23,52.8,3,0,Bertahan
15,66.5,8,0,Upgrade
14,28.7,6,2,Berhenti
12,70.6,8,0,Upgrade
12,47.3,3,0,Bertahan
4,49.8,11,2,Bertahan
16,11.0,9,0,Bertahan
14,8.9,9,2,Berhenti
20,47.9,7,2,Bertahan
15,60.8,6,0,Bertahan
13,31.6,13,0,Bertahan
8,78.4,11,0,Upgrade
15,59.7,7,1,Bertahan
20,26.8,7,1,Bertahan
6,45.6,5,0,Bertahan
15,94.5,7,2,Bertahan
16,20.1,7,0,Bertahan
9,55.6,9,1,Bertahan
10,38.5,6,1,Berhenti
16,59.1,9,1,Bertahan
7,70.3,12,2,Bertahan
17,37.3,7,0,Bertahan
8,67.4,11,2,Bertahan
22,89.4,7,0,Upgrade
30,46.3,7,0,Upgrade
8,60.7,7,2,Bertahan
18,33.2,8,3,Berhenti
9,45.4,7,1,Bertahan
22,41.5,6,1,Bertahan
6,60.9,6,2,Berhenti
18,69.1,4,0,Bertahan
8,42.8,10,1,Bertahan
13,75.7,4,1,Bertahan
7,75.6,10,0,Bertahan
20,61.9,11,1,Bertahan
9,34.7,7,0,Bertahan
18,32.8,9,1,Bertahan
12,28.8,6,0,Bertahan
14,64.0,10,1,Upgrade
16,20.8,10,0,Bertahan
9,58.5,8,1,Bertahan
16,23.4,7,1,Bertahan
25,61.5,8,0,Upgrade
9,45.3,5,1,Berhenti
23,71.7,10,0,Upgrade
25,67.8,4,1,Bertahan
9,73.7,9,1,Bertahan
4,74.2,10,1,Bertahan
17,47.9,9,2,Bertahan
11,21.8,9,0,Bertahan
28,23.9,15,1,Upgrade
15,5.0,4,1,Bertahan
9,23.3,6,1,Bertahan
6,46.4,5,0,Bertahan
22,33.8,7,0,Upgrade
11,41.4,6,1,Bertahan
15,54.9,7,1,Bertahan
21,38.9,7,2,Bertahan
11,22.6,12,1,Bertahan
14,43.9,4,1,Bertahan
14,27.0,7,1,Bertahan
19,39.6,11,2,Bertahan
19,71.9,12,2,Bertahan
13,39.6,7,0,Bertahan
15,80.4,8,0,Bertahan
12,73.6,10,0,Bertahan
4,33.4,5,0,Berhenti
16,22.8,7,1,Bertahan
28,43.9,10,1,Upgrade
8,68.1,6,3,Berhenti
9,35.2,5,3,Berhenti
8,63.2,12,1,Bertahan
20,69.2,11,0,Upgrade
18,29.5,7,2,Bertahan
13,31.5,4,1,Bertahan
8,59.3,12,0,Bertahan
15,48.0,7,3,Berhenti
4,31.3,3,3,Berhenti
16,38.0,9,2,Bertahan
21,43.6,9,0,Bertahan
6,13.7,11,0,Bertahan
4,60.3,7,0,Bertahan
26,35.4,13,0,Upgrade
10,5.0,10,1,Bertahan
22,44.5,10,1,Bertahan
13,30.2,7,1,Bertahan
13,78.8,11,0,Upgrade
18,33.3,5,3,Berhenti
8,23.0,12,0,Bertahan
15,55.2,5,0,Bertahan
12,31.8,10,3,Berhenti
5,29.4,9,1,Bertahan
17,55.2,4,3,Berhenti
13,24.2,5,0,Bertahan
13,15.9,12,0,Bertahan
6,79.5,4,2,Berhenti
26,56.6,11,1,Bertahan
21,39.7,10,1,Upgrade
21,44.9,9,0,Bertahan
12,55.1,8,3,Berhenti
2,64.5,6,0,Bertahan
28,29.9,9,1,Upgrade
14,52.3,12,2,Bertahan
9,34.9,11,3,Berhenti
17,41.2,5,3,Bertahan
23,48.2,6,2,Bertahan
14,44.9,14,2,Bertahan
23,59.7,5,0,Upgrade
22,54.7,5,0,Upgrade
7,14.8,5,1,Berhenti
10,17.8,3,1,Berhenti
21,37.6,7,0,Bertahan
1,81.6,8,1,Bertahan
13,28.0,12,1,Bertahan
4,40.8,10,1,Bertahan
11,34.3,9,3,Berhenti
12,33.9,7,0,Bertahan
12,48.6,7,0,Bertahan
11,73.0,9,0,Upgrade
7,54.1,4,1,Bertahan
30,28.9,17,1,Upgrade
28,100.1,8,1,Upgrade
6,46.6,8,1,Bertahan
26,33.5,7,1,Bertahan
12,73.2,9,3,Bertahan
15,35.6,5,1,Bertahan
14,78.3,7,1,Bertahan
10,27.6,10,2,Bertahan
21,73.6,5,1,Bertahan
15,49.0,8,0,Bertahan
11,70.8,12,2,Berhenti
5,83.0,10,2,Bertahan
8,22.3,5,2,Berhenti
3,70.5,12,0,Bertahan
15,16.8,15,1,Bertahan
6,24.1,13,1,Bertahan
13,28.9,6,0,Bertahan
24,55.1,6,0,Upgrade
23,45.7,12,1,Bertahan
14,41.7,7,0,Bertahan
14,47.9,9,3,Bertahan
28,56.8,10,0,Upgrade
18,58.4,8,1,Bertahan
12,66.9,8,2,Bertahan
5,81.4,10,0,Upgrade
17,44.6,8,0,Bertahan
20,34.6,6,0,Bertahan
10,57.3,5,1,Bertahan
17,22.1,6,1,Bertahan
12,31.4,8,0,Bertahan
13,65.0,10,2,Bertahan
1,42.5,5,1,Berhenti
13,20.8,5,0,Bertahan
21,15.2,7,0,Bertahan
10,46.0,8,0,Bertahan
15,67.8,9,4,Bertahan
9,67.6,2,0,Bertahan
17,47.2,6,2,Bertahan
13,85.2,7,2,Bertahan
8,42.9,13,1,Bertahan
24,42.2,5,1,Bertahan
21,5.0,7,0,Bertahan
10,36.1,13,4,Berhenti
18,62.0,11,1,Bertahan
18,76.3,8,1,Upgrade
19,28.4,7,1,Bertahan
3,54.2,13,0,Upgrade
22,65.9,14,2,Upgrade
11,45.2,10,1,Bertahan
12,5.0,6,0,Bertahan
30,49.9,11,0,Upgrade
17,60.2,13,2,Bertahan
12,26.1,5,0,Berhenti
1,39.9,9,0,Bertahan
24,21.9,5,2,Bertahan
5,5.0,13,0,Bertahan
7,65.5,7,1,Bertahan
12,44.9,13,0,Upgrade
24,77.0,14,1,Upgrade
20,62.1,11,0,Upgrade
13,37.9,7,0,Bertahan
17,43.3,8,0,Bertahan
10,56.3,6,1,Bertahan
15,64.3,5,2,Bertahan
15,51.5,9,1,Bertahan
21,67.1,7,1,Bertahan
21,39.1,14,1,Bertahan
18,25.1,3,2,Berhenti
12,43.7,11,0,Bertahan
20,49.1,5,0,Bertahan
14,21.0,4,2,Berhenti
7,18.3,13,2,Berhenti
12,53.9,8,2,Bertahan
15,36.9,6,2,Berhenti
21,41.7,6,1,Bertahan
13,37.8,14,1,Bertahan
6,75.4,9,0,Bertahan
15,70.2,10,0,Upgrade
15,20.3,7,0,Bertahan
16,34.3,10,2,Bertahan
21,62.0,7,0,Bertahan
22,57.0,14,0,Upgrade
10,44.2,8,0,Bertahan
10,22.2,5,2,Berhenti
7,31.3,13,0,Bertahan
19,34.7,6,1,Bertahan
25,50.5,9,3,Bertahan
12,79.1,14,2,Bertahan
13,31.3,7,1,Bertahan
25,24.5,4,1,Bertahan
18,42.8,7,2,Bertahan
18,65.6,8,1,Upgrade
6,16.1,6,1,Berhenti
19,74.1,9,1,Bertahan
8,41.6,8,1,Bertahan
7,30.3,8,1,Berhenti
12,13.0,5,0,Bertahan
10,59.1,4,1,Bertahan
13,41.6,13,2,Bertahan
4,48.4,8,0,Bertahan
21,27.0,12,0,Upgrade
22,38.6,10,0,Bertahan
1,35.3,13,1,Bertahan
21,43.0,6,2,Bertahan
9,31.6,8,2,Bertahan
20,14.3,11,0,Bertahan
14,99.6,12,1,Upgrade
15,17.7,10,3,Berhenti
13,48.6,9,1,Bertahan
23,9.6,9,0,Upgrade
6,5.1,10,2,Berhenti
19,47.0,5,1,Bertahan
22,48.5,11,0,Upgrade
20,70.2,6,0,Upgrade
30,53.0,8,1,Bertahan
11,42.0,7,0,Bertahan
21,26.0,5,2,Bertahan
14,75.0,7,1,Bertahan
23,63.6,9,0,Upgrade
14,20.1,6,0,Bertahan
12,45.8,7,0,Bertahan
24,47.9,5,1,Bertahan
11,38.1,8,1,Bertahan
5,60.4,14,2,Berhenti
11,61.6,5,0,Bertahan
19,41.2,11,2,Bertahan
24,39.4,5,0,Bertahan
15,75.0,5,0,Upgrade
24,63.7,9,0,Upgrade
5,46.4,9,1,Bertahan
11,12.4,6,1,Berhenti
12,51.9,5,0,Bertahan
14,59.0,6,0,Bertahan
15,5.0,13,1,Bertahan
19,50.0,5,1,Bertahan
11,36.7,7,0,Bertahan
15,40.6,10,0,Bertahan
14,26.9,8,2,Bertahan
8,42.0,11,1,Bertahan
14,72.8,10,0,Upgrade
13,36.1,9,1,Bertahan
13,64.3,9,0,Upgrade
15,28.9,5,5,Berhenti
15,60.2,2,0,Bertahan
11,45.0,6,1,Bertahan
23,52.0,9,0,Upgrade
6,45.1,10,1,Bertahan
9,57.8,8,1,Bertahan
30,5.0,10,0,Bertahan
7,16.6,8,2,Berhenti
5,53.3,7,1,Bertahan
20,5.0,11,0,Bertahan
1,34.4,9,0,Bertahan
13,43.9,12,0,Bertahan
30,28.4,5,2,Bertahan
4,31.2,13,2,Bertahan
1,50.4,4,1,Berhenti
4,65.2,8,0,Bertahan
21,25.8,4,1,Bertahan
22,33.5,7,3,Berhenti
11,30.4,8,2,Berhenti
19,5.0,8,1,Berhenti
24,47.8,9,0,Upgrade
27,63.7,5,1,Upgrade
13,65.3,7,2,Bertahan
1,27.6,9,0,Bertahan
9,20.0,10,1,Bertahan
12,45.4,10,2,Bertahan
13,61.6,6,0,Bertahan
13,48.1,14,1,Bertahan
22,50.8,7,3,Bertahan
23,67.8,10,1,Upgrade
13,30.2,10,1,Bertahan
22,40.6,8,0,Bertahan
17,77.7,9,0,Upgrade
15,41.1,6,1,Bertahan
21,19.7,7,0,Bertahan
15,31.6,8,2,Bertahan
29,26.2,8,4,Bertahan
4,52.1,7,1,Bertahan
11,27.1,11,1,Bertahan
14,50.4,9,1,Bertahan
18,30.3,8,1,Bertahan
23,5.0,7,2,Berhenti
14,51.1,15,1,Bertahan
5,48.0,12,2,Bertahan
20,55.4,4,2,Bertahan
20,31.5,8,0,Bertahan
1,29.4,7,1,Bertahan
14,53.0,10,0,Bertahan
3,75.4,7,2,Bertahan
10,45.2,4,2,Bertahan
8,53.5,9,1,Bertahan
20,38.6,8,1,Bertahan
15,14.1,5,1,Berhenti
6,64.3,11,1,Bertahan
21,63.2,4,0,Upgrade
4,59.2,7,0,Bertahan
17,41.4,7,0,Upgrade
9,56.9,6,2,Berhenti
12,62.9,5,2,Bertahan
18,77.4,15,0,Upgrade
18,64.8,9,0,Upgrade
24,46.3,8,1,Bertahan
14,18.8,12,2,Bertahan
17,48.1,13,0,Upgrade
11,50.1,7,1,Bertahan
16,59.2,8,1,Bertahan
18,72.1,2,2,Bertahan
14,43.1,7,1,Bertahan
2,87.0,8,1,Bertahan
17,9.8,6,0,Bertahan
17,53.4,6,0,Bertahan
10,29.0,11,1,Bertahan
6,6.9,7,2,Berhenti
25,41.0,14,0,Upgrade
18,15.9,7,1,Bertahan
13,41.8,5,1,Bertahan
7,45.7,11,0,Bertahan
9,67.4,4,1,Berhenti
24,14.8,13,2,Bertahan
15,63.2,7,2,Bertahan
11,47.0,8,2,Berhenti
18,65.6,9,3,Bertahan
9,36.4,4,1,Berhenti
25,18.4,7,1,Bertahan
24,20.7,6,0,Bertahan
11,19.2,4,0,Bertahan
10,54.6,11,1,Bertahan
1,74.5,5,1,Berhenti
4,33.7,7,0,Berhenti
5,57.6,4,0,Bertahan
15,14.5,10,1,Bertahan
12,48.6,5,0,Bertahan
5,58.4,11,1,Berhenti
13,16.0,9,2,Berhenti
18,40.9,12,0,Bertahan
18,59.3,8,1,Bertahan
1,5.0,5,1,Berhenti
14,71.7,8,1,Bertahan
5,52.1,4,1,Berhenti
21,59.3,4,1,Bertahan
20,36.7,3,2,Bertahan
8,10.5,2,1,Berhenti
9,55.7,14,3,Berhenti
11,43.3,7,0,Bertahan
1,45.6,8,0,Bertahan
17,66.8,12,1,Upgrade
13,60.2,3,0,Bertahan
21,83.4,10,1,Upgrade
7,48.1,12,0,Bertahan
10,31.2,9,0,Bertahan
4,41.2,12,3,Berhenti
7,53.3,11,0,Bertahan
6,65.3,6,1,Bertahan
21,15.7,4,1,Bertahan
10,45.2,7,0,Bertahan
15,77.2,7,3,Bertahan
12,40.2,9,1,Bertahan
6,63.6,12,2,Bertahan
13,54.9,7,2,Bertahan
19,64.1,5,0,Bertahan
6,28.8,10,1,Berhenti
20,28.9,8,2,Bertahan
9,45.4,5,2,Berhenti
11,14.4,8,2,Berhenti
18,39.6,3,2,Bertahan
10,50.1,7,0,Bertahan
15,80.7,5,2,Bertahan
12,53.1,13,0,Bertahan
15,57.5,11,1,Upgrade
1,68.3,2,0,Bertahan
2,25.7,6,0,Berhenti
19,41.7,8,0,Bertahan
22,93.5,5,2,Bertahan
8,43.4,8,2,Berhenti
13,67.3,1,0,Bertahan
17,64.3,4,1,Bertahan
19,15.4,9,1,Bertahan
1,51.2,10,0,Bertahan
8,47.9,11,0,Bertahan
12,51.6,10,2,Bertahan
19,29.9,5,2,Bertahan
30,22.7,13,1,Bertahan
13,35.5,12,0,Bertahan
5,43.0,5,0,Bertahan
17,68.7,11,3,Bertahan
24,81.3,6,2,Bertahan
15,72.9,8,1,Bertahan
8,62.2,6,1,Bertahan
21,24.9,11,0,Upgrade
19,36.8,9,3,Berhenti
7,49.2,10,0,Bertahan
17,32.4,12,1,Bertahan
21,56.5,9,2,Upgrade
23,59.4,7,0,Upgrade
14,55.7,9,2,Bertahan
12,65.5,6,2,Bertahan
23,26.9,14,2,Bertahan
6,63.7,13,1,Bertahan
18,31.1,7,3,Berhenti
5,26.2,5,0,Bertahan
22,55.6,6,0,Upgrade
13,69.3,4,1,Bertahan
23,54.8,6,0,Bertahan
18,45.4,11,0,Bertahan
6,51.2,9,2,Bertahan
24,47.7,11,0,Upgrade
25,22.5,11,2,Bertahan
21,20.1,2,3,Berhenti
9,43.4,9,1,Bertahan
12,46.6,5,1,Bertahan
16,45.2,4,0,Bertahan
10,58.5,4,1,Bertahan
26,40.7,6,0,Upgrade
16,56.3,10,0,Bertahan
1,42.1,4,2,Berhenti
17,81.5,11,0,Upgrade
12,46.6,10,0,Bertahan
14,91.8,9,1,Upgrade
12,52.0,6,0,Bertahan
20,40.7,11,0,Upgrade
22,27.0,6,1,Bertahan
16,16.1,10,0,Bertahan
12,25.2,8,2,Berhenti
14,27.4,6,0,Bertahan
15,52.9,11,0,Bertahan
9,34.5,11,0,Bertahan
19,48.7,13,0,Upgrade
18,70.6,4,0,Bertahan
25,43.2,7,0,Bertahan
23,86.6,2,0,Upgrade
10,21.5,1,0,Berhenti
20,42.0,7,1,Bertahan
8,34.2,8,0,Bertahan
19,63.7,14,0,Upgrade
11,5.0,10,0,Bertahan
7,16.1,9,4,Berhenti
16,42.9,7,0,Bertahan
1,76.0,11,0,Upgrade
2,49.5,10,3,Berhenti
13,18.0,8,0,Bertahan
15,21.1,6,1,Bertahan
12,78.5,7,1,Bertahan
3,32.6,12,2,Berhenti
9,26.1,11,0,Bertahan
17,74.5,9,0,Upgrade
19,65.2,9,2,Bertahan
14,70.5,11,2,Bertahan
23,26.0,4,3,Berhenti
17,14.5,10,1,Bertahan
9,47.7,3,0,Bertahan
13,51.7,8,3,Bertahan
5,52.3,10,0,Bertahan
14,74.6,8,2,Bertahan
22,10.3,9,2,Bertahan
19,62.2,7,0,Upgrade
24,23.1,9,4,Berhenti
12,62.1,8,2,Bertahan
24,35.5,8,0,Upgrade
13,28.7,8,0,Bertahan
25,32.8,10,0,Upgrade
14,16.1,3,1,Berhenti
19,45.8,5,0,Bertahan
25,29.5,7,2,Bertahan
13,60.7,11,1,Bertahan
16,57.8,3,0,Bertahan
24,78.8,10,1,Upgrade
14,52.3,8,3,Berhenti
5,55.4,5,1,Bertahan
30,73.0,5,0,Upgrade
11,32.4,11,1,Bertahan
16,15.2,12,1,Bertahan
23,49.0,13,0,Upgrade
10,16.5,10,1,Bertahan
7,94.1,8,2,Bertahan
16,74.1,12,0,Upgrade
2,88.3,12,1,Bertahan
12,46.2,9,2,Berhenti
16,56.0,11,0,Upgrade
13,35.8,5,0,Bertahan
4,62.7,7,1,Bertahan
26,20.7,5,1,Bertahan
15,5.0,8,1,Bertahan
25,29.2,5,0,Bertahan
13,15.9,10,0,Bertahan
8,74.6,7,0,Bertahan
16,81.3,12,1,Upgrade
13,16.9,5,4,Berhenti
6,70.8,9,1,Bertahan
25,64.0,11,0,Upgrade
10,13.6,13,0,Bertahan
2,37.2,8,3,Berhenti
24,33.4,9,0,Upgrade
11,60.0,15,1,Bertahan
10,20.4,15,2,Bertahan
2,43.0,10,1,Bertahan
27,31.3,13,1,Upgrade
5,54.5,8,2,Berhenti
15,40.7,6,0,Bertahan
21,34.3,6,1,Bertahan
17,40.7,8,0,Bertahan
14,85.7,7,0,Upgrade
